,date,home_team_abbr,home_score,away_team_abbr,away_score,away_GP,home_GP,away_assist_percentage,home_assist_percentage,away_assists,home_assists,away_block_percentage,home_block_percentage,away_blocks,home_blocks,away_days_between_games,home_days_between_games,away_defensive_rating,home_defensive_rating,away_defensive_rebound_percentage,home_defensive_rebound_percentage,away_defensive_rebounds,home_defensive_rebounds,away_effective_field_goal_percentage,home_effective_field_goal_percentage,away_field_goal_percentage,home_field_goal_percentage,away_field_goals,home_field_goals,away_free_throw_attempt_rate,home_free_throw_attempt_rate,away_free_throws,home_free_throws,away_game_lost,home_game_lost,away_game_won,home_game_won,away_opp_defensive_rebounds,home_opp_defensive_rebounds,away_opp_effective_field_goal_percentage,home_opp_effective_field_goal_percentage,away_opp_field_goal_percentage,home_opp_field_goal_percentage,away_opp_field_goals,home_opp_field_goals,away_opp_personal_fouls,home_opp_personal_fouls,away_opp_three_point_field_goals,home_opp_three_point_field_goals,away_opp_total_rebounds,home_opp_total_rebounds,away_opp_true_shooting_percentage,home_opp_true_shooting_percentage,away_opp_two_point_field_goal_percentage,home_opp_two_point_field_goal_percentage,away_opp_two_point_field_goals,home_opp_two_point_field_goals,away_personal_fouls,home_personal_fouls,away_ppg,home_ppg,away_steal_percentage,home_steal_percentage,away_steals,home_steals,away_three_point_attempt_rate,home_three_point_attempt_rate,away_three_point_field_goals,home_three_point_field_goals,away_total_rebound_percentage,home_total_rebound_percentage,away_total_rebounds,home_total_rebounds,away_true_shooting_percentage,home_true_shooting_percentage,away_turnover_percentage,home_turnover_percentage,away_turnovers,home_turnovers,away_two_point_field_goal_percentage,home_two_point_field_goal_percentage,away_two_point_field_goals,home_two_point_field_goals,away_win_perc,home_win_perc,total_score
319,2019-12-08,CHO,107.0,ATL,122.0,22.0,24.0,58.08181818181819,62.82083333333333,23.272727272727273,23.25,8.995454545454548,8.095833333333333,4.909090909090909,4.208333333333333,4,2,114.95454545454544,114.83333333333331,72.52272727272727,74.975,31.59090909090909,30.125,0.5104090909090909,0.5231666666666667,0.4538181818181818,0.4450833333333333,40.18181818181818,37.0,0.2688181818181818,0.23729166666666665,17.636363636363637,13.875,17.0,15.0,5.0,9.0,30.04545454545455,35.25,0.5469545454545456,0.5605416666666665,0.4666818181818181,0.4878333333333333,38.36363636363637,43.04166666666666,19.954545454545453,20.375,12.090909090909092,12.833333333333336,40.77272727272727,45.70833333333334,0.5870454545454545,0.5858749999999999,0.5544090909090909,0.562875,26.272727272727273,30.20833333333333,22.772727272727273,18.875,108.04545454545456,105.375,8.554545454545455,6.9208333333333325,8.772727272727273,6.5,0.36377272727272736,0.4129999999999999,10.045454545454543,12.708333333333336,47.87727272727273,47.58750000000001,41.72727272727273,40.208333333333336,0.5463181818181817,0.5531666666666667,14.804545454545453,13.7125,17.227272727272727,14.708333333333336,0.5360454545454545,0.5084583333333333,30.13636363636364,24.29166666666667,0.2272727272727273,0.375,229.0
320,2019-12-08,DAL,106.0,SAC,110.0,21.0,22.0,58.34285714285714,58.25,21.714285714285715,23.40909090909091,9.214285714285714,8.059090909090909,4.6190476190476195,4.5,2,1,110.97142857142859,108.39090909090908,78.9,76.86818181818181,30.380952380952376,35.40909090909091,0.5161904761904763,0.5446818181818183,0.4441904761904761,0.4841818181818183,37.19047619047619,40.22727272727273,0.22471428571428573,0.2953636363636364,14.38095238095238,19.818181818181817,13.0,6.0,8.0,16.0,31.857142857142854,34.18181818181818,0.5418095238095237,0.5051363636363635,0.461047619047619,0.4433181818181819,37.857142857142854,40.54545454545455,18.428571428571427,22.59090909090909,10.904761904761903,11.363636363636365,40.333333333333336,45.36363636363637,0.5791904761904761,0.5373636363636364,0.5368571428571427,0.5044545454545455,26.952380952380953,29.181818181818183,21.238095238095237,18.5,104.85714285714286,118.5,7.909523809523808,6.618181818181817,7.190476190476191,6.454545454545454,0.3973333333333333,0.45022727272727264,11.666666666666664,13.954545454545455,49.904761904761905,51.58181818181818,40.142857142857146,45.5,0.5487619047619048,0.5846363636363636,13.566666666666665,10.681818181818182,14.476190476190474,11.318181818181818,0.5065238095238096,0.5685,25.523809523809533,26.272727272727273,0.3809523809523809,0.7272727272727273,216.0
321,2019-12-08,LAL,142.0,MIN,125.0,21.0,23.0,58.319047619047616,61.60000000000001,21.857142857142854,26.43478260869565,10.404761904761905,13.72608695652174,5.476190476190476,7.391304347826088,2,2,110.51428571428568,103.18695652173912,76.5,79.22173913043478,33.1904761904762,35.69565217391305,0.5119999999999999,0.5470434782608696,0.4390000000000001,0.4845217391304348,37.142857142857146,42.82608695652174,0.2870952380952381,0.2568695652173913,17.904761904761905,16.652173913043477,11.0,3.0,10.0,20.0,33.285714285714285,30.91304347826087,0.5165238095238096,0.4971304347826088,0.4430476190476191,0.4528260869565217,38.095238095238095,36.34782608695652,20.666666666666668,20.43478260869565,10.523809523809524,10.521739130434783,43.57142857142857,39.65217391304348,0.5550476190476191,0.5372608695652175,0.5046666666666667,0.5116086956521739,27.57142857142857,25.82608695652174,20.19047619047619,20.0,114.33333333333331,113.30434782608695,7.738095238095237,8.691304347826087,7.2857142857142865,8.73913043478261,0.4265714285714286,0.34073913043478266,12.428571428571427,11.0,50.11904761904761,51.96521739130434,42.904761904761905,45.39130434782609,0.5513333333333332,0.5764782608695651,12.547619047619047,12.895652173913044,13.714285714285715,14.565217391304348,0.5324761904761905,0.5455652173913045,24.714285714285715,31.82608695652174,0.4761904761904762,0.8695652173913043,267.0
322,2019-12-08,MIA,110.0,CHI,105.0,23.0,22.0,59.89565217391304,63.05,22.73913043478261,25.09090909090909,7.869565217391303,9.854545454545452,4.043478260869565,4.727272727272728,2,2,107.97826086956522,105.5681818181818,75.3304347826087,79.37727272727273,32.91304347826087,36.0,0.4984782608695652,0.5520454545454545,0.4281304347826088,0.4759545454545455,38.08695652173913,39.54545454545455,0.26417391304347826,0.30763636363636365,17.347826086956523,19.272727272727273,15.0,6.0,8.0,16.0,37.26086956521739,28.63636363636364,0.5273478260869566,0.5041818181818182,0.4636086956521739,0.4265909090909091,39.08695652173913,34.18181818181818,21.52173913043478,20.545454545454547,10.695652173913043,10.5,48.17391304347826,37.40909090909091,0.5682173913043478,0.5462272727272727,0.5504347826086955,0.5146363636363637,28.39130434782609,23.681818181818183,22.695652173913047,21.681818181818183,106.0,111.0,9.443478260869568,8.522727272727273,9.565217391304348,8.5,0.3994782608695652,0.3926363636363637,12.478260869565215,12.636363636363635,47.49565217391305,52.51363636363636,43.52173913043478,45.13636363636363,0.5342173913043479,0.5890454545454545,13.07391304347826,15.045454545454545,15.0,16.681818181818183,0.47860869565217395,0.5344090909090911,25.608695652173914,26.90909090909091,0.3478260869565217,0.7272727272727273,215.0
323,2019-12-08,PHI,110.0,TOR,104.0,21.0,23.0,64.23809523809523,64.98695652173913,23.714285714285715,26.782608695652176,9.447619047619048,10.039130434782608,4.809523809523808,5.782608695652174,3,1,104.5238095238095,103.78260869565216,73.61904761904759,83.14782608695653,33.666666666666664,36.78260869565217,0.5389523809523811,0.5381739130434781,0.4523333333333334,0.4763913043478261,36.904761904761905,41.130434782608695,0.25699999999999995,0.2735217391304348,15.333333333333336,17.217391304347824,6.0,7.0,15.0,16.0,35.76190476190476,30.39130434782609,0.4818095238095238,0.5143913043478261,0.4108571428571428,0.4543913043478261,37.904761904761905,36.60869565217392,20.80952380952381,20.82608695652174,13.142857142857142,9.0,49.0952380952381,37.82608695652174,0.5182857142857142,0.5497391304347825,0.464095238095238,0.4985217391304347,24.761904761904763,27.608695652173914,19.61904761904762,22.56521739130435,112.90476190476191,110.17391304347828,8.109523809523811,8.930434782608694,7.666666666666668,9.0,0.4164761904761905,0.3405217391304348,13.190476190476188,10.695652173913043,48.452380952380956,54.11304347826086,41.904761904761905,46.43478260869565,0.5776190476190477,0.5716521739130436,12.823809523809526,13.95217391304348,13.238095238095234,15.695652173913045,0.4937142857142857,0.5342608695652175,23.714285714285715,30.43478260869565,0.7142857142857143,0.6956521739130435,214.0
324,2019-12-08,POR,96.0,OKC,108.0,21.0,23.0,55.73333333333333,48.82608695652173,20.19047619047619,19.52173913043478,8.314285714285713,10.52173913043478,4.333333333333333,5.695652173913044,2,2,109.97142857142859,112.56521739130432,76.93333333333331,76.22173913043476,31.66666666666667,34.34782608695652,0.5281428571428572,0.5241739130434783,0.4498095238095237,0.4467826086956522,35.38095238095238,39.73913043478261,0.2939523809523809,0.2448260869565217,16.238095238095234,17.130434782608695,12.0,14.0,9.0,9.0,34.904761904761905,36.73913043478261,0.5190952380952379,0.510217391304348,0.4590952380952382,0.4453043478260869,41.142857142857146,40.869565217391305,22.857142857142854,20.26086956521739,10.714285714285714,11.91304347826087,45.23809523809525,48.17391304347826,0.5547142857142857,0.5560434782608695,0.5157619047619049,0.5,30.42857142857143,28.956521739130434,18.428571428571427,22.47826086956522,108.61904761904762,113.43478260869566,7.385714285714284,5.808695652173912,6.6190476190476195,5.652173913043479,0.3496666666666667,0.36530434782608695,9.761904761904765,11.695652173913045,48.257142857142846,48.82608695652175,38.857142857142854,43.52173913043478,0.5713333333333332,0.5625652173913044,12.585714285714285,11.891304347826088,12.666666666666664,12.91304347826087,0.5147142857142857,0.5086521739130435,25.619047619047624,28.04347826086957,0.42857142857142855,0.39130434782608703,204.0
325,2019-12-08,WAS,119.0,LAC,135.0,23.0,21.0,56.32173913043479,63.457142857142856,22.217391304347824,28.285714285714285,9.89130434782609,6.452380952380952,5.043478260869565,3.7142857142857135,2,2,105.24782608695656,117.13333333333333,77.55217391304348,75.79523809523808,35.73913043478261,31.761904761904763,0.5220434782608696,0.5433333333333333,0.4525217391304349,0.4751428571428572,39.65217391304348,44.61904761904761,0.2893913043478261,0.2121904761904762,19.91304347826087,16.142857142857142,7.0,14.0,16.0,7.0,34.608695652173914,36.19047619047619,0.4987391304347826,0.5638095238095238,0.4309130434782609,0.4941428571428572,38.65217391304348,44.47619047619048,24.04347826086957,19.904761904761905,12.173913043478262,12.523809523809526,45.65217391304348,46.61904761904761,0.5383043478260868,0.6016190476190475,0.4843913043478261,0.561047619047619,26.47826086956522,31.952380952380953,22.43478260869565,22.142857142857146,114.43478260869566,118.14285714285714,7.447826086956522,7.0666666666666655,7.217391304347826,7.3809523809523805,0.3606521739130434,0.3681904761904761,10.869565217391305,12.761904761904766,51.67826086956522,47.18571428571428,46.8695652173913,41.66666666666666,0.5615652173913044,0.5748571428571428,13.339130434782607,11.728571428571426,14.782608695652176,13.714285714285715,0.5213043478260869,0.5350952380952381,28.782608695652176,31.857142857142854,0.6956521739130435,0.3333333333333333,254.0
326,2019-12-09,BOS,110.0,CLE,88.0,22.0,21.0,53.98181818181818,58.80952380952381,20.40909090909091,23.42857142857143,5.672727272727273,11.552380952380952,3.1818181818181817,5.809523809523809,2,3,114.84545454545454,104.56666666666663,77.37727272727273,76.49999999999997,33.27272727272727,35.38095238095238,0.4952727272727273,0.5148571428571428,0.4336818181818182,0.4466666666666667,37.81818181818182,40.047619047619044,0.2473636363636364,0.25766666666666665,16.545454545454547,18.33333333333333,17.0,5.0,5.0,16.0,35.36363636363637,33.857142857142854,0.5559090909090909,0.5013809523809525,0.4880909090909091,0.4268095238095237,43.68181818181818,35.904761904761905,20.454545454545453,21.33333333333333,12.090909090909092,11.142857142857142,45.22727272727273,44.28571428571429,0.5811818181818182,0.5353809523809524,0.5533636363636364,0.5126190476190476,31.59090909090909,24.761904761904763,17.863636363636363,21.38095238095238,102.9090909090909,110.66666666666669,7.386363636363638,8.68095238095238,7.272727272727272,8.619047619047619,0.3659545454545455,0.3912380952380952,10.727272727272727,12.238095238095234,49.145454545454534,49.84285714285714,43.59090909090909,46.0952380952381,0.5320909090909093,0.5552380952380953,13.177272727272726,11.166666666666664,14.681818181818182,12.523809523809526,0.4895909090909091,0.5108095238095238,27.09090909090909,27.809523809523807,0.2272727272727273,0.7619047619047619,198.0
327,2019-12-09,CHI,92.0,TOR,93.0,22.0,24.0,63.83181818181817,59.77916666666666,23.59090909090909,22.625,9.404545454545453,7.641666666666667,4.7727272727272725,3.9166666666666665,1,1,104.83636363636364,108.1125,74.04090909090908,75.3875,33.45454545454545,32.916666666666664,0.536909090909091,0.4993333333333334,0.4514090909090909,0.4285416666666668,36.95454545454545,37.958333333333336,0.2556363636363636,0.26725000000000004,15.409090909090908,17.541666666666668,7.0,16.0,15.0,8.0,35.68181818181818,35.833333333333336,0.4869545454545455,0.5256666666666667,0.4151818181818181,0.4599166666666667,38.0,37.583333333333336,20.681818181818183,20.791666666666668,13.181818181818182,10.291666666666666,48.68181818181818,46.33333333333334,0.5230454545454545,0.5683333333333332,0.4681363636363636,0.5552916666666665,24.818181818181817,27.29166666666667,19.727272727272727,23.04166666666667,112.5,105.95833333333331,8.34090909090909,9.3875,7.909090909090909,9.5,0.4145909090909091,0.4015833333333333,13.090909090909092,12.5,48.57727272727273,47.5,41.90909090909091,43.33333333333334,0.5757727272727274,0.5357500000000001,12.954545454545455,13.079166666666666,13.454545454545455,14.958333333333336,0.4935909090909091,0.4795000000000001,23.863636363636363,25.45833333333333,0.6818181818181818,0.3333333333333333,185.0
328,2019-12-09,GSW,102.0,MEM,110.0,22.0,24.0,63.65454545454547,62.32916666666667,24.90909090909091,23.79166666666667,9.64090909090909,8.095833333333333,4.727272727272728,4.583333333333333,2,3,113.3818181818182,114.60833333333336,77.97272727272728,75.53333333333332,32.81818181818182,32.958333333333336,0.5125909090909091,0.4871250000000001,0.4515454545454545,0.4347083333333334,39.27272727272727,38.083333333333336,0.21736363636363645,0.26879166666666665,14.5,19.291666666666668,16.0,19.0,6.0,5.0,36.0,33.208333333333336,0.5409545454545455,0.5544583333333334,0.4665909090909091,0.4727916666666667,41.81818181818182,40.583333333333336,19.818181818181817,19.33333333333333,13.318181818181818,13.458333333333336,45.77272727272727,43.375,0.5812727272727273,0.5817083333333334,0.5244090909090908,0.5435416666666668,28.5,27.125,21.045454545454547,19.0,108.6818181818182,104.66666666666669,7.7727272727272725,7.95,7.6818181818181825,7.916666666666668,0.34481818181818186,0.3208333333333333,10.136363636363637,9.208333333333334,49.42272727272727,48.44583333333333,42.63636363636363,43.16666666666666,0.5435909090909091,0.5339999999999999,13.245454545454548,12.745833333333335,14.909090909090908,14.291666666666664,0.5125000000000001,0.4861250000000001,29.13636363636364,28.875,0.2727272727272727,0.20833333333333331,212.0
329,2019-12-09,HOU,118.0,SAC,119.0,22.0,22.0,58.16818181818182,53.82272727272727,21.818181818181817,21.954545454545453,8.904545454545453,8.336363636363634,4.454545454545454,4.7727272727272725,1,2,111.35,108.95,78.66363636363639,76.80909090909094,30.272727272727273,36.72727272727273,0.5197272727272728,0.5314999999999999,0.4475454545454545,0.4451818181818182,37.5,40.72727272727273,0.2203636363636364,0.3265454545454545,14.136363636363635,23.363636363636363,13.0,7.0,9.0,15.0,31.772727272727273,34.0,0.5433636363636363,0.5252727272727273,0.4617727272727273,0.4512727272727272,38.0,40.09090909090909,18.09090909090909,22.181818181818183,11.181818181818182,12.272727272727273,40.31818181818182,44.54545454545455,0.5797727272727272,0.5572272727272728,0.5384090909090907,0.5272272727272728,26.818181818181817,27.818181818181817,21.0,22.95454545454545,105.0909090909091,120.54545454545456,7.909090909090907,8.340909090909092,7.1818181818181825,8.772727272727273,0.3974545454545455,0.506,11.727272727272727,15.727272727272727,49.75909090909091,50.80454545454547,39.90909090909091,48.36363636363637,0.5516363636363637,0.5769090909090908,13.32272727272727,12.87727272727273,14.181818181818182,15.409090909090908,0.5111363636363637,0.5515454545454546,25.772727272727273,25.0,0.4090909090909091,0.6818181818181818,237.0
330,2019-12-09,IND,99.0,LAC,110.0,24.0,23.0,56.225,58.57391304347827,22.41666666666667,24.08695652173913,9.783333333333337,9.513043478260869,5.0,5.086956521739131,1,2,105.6041666666667,105.53043478260872,77.72916666666667,78.62173913043478,35.75,33.17391304347826,0.5252500000000001,0.5297826086956523,0.4553750000000001,0.4785217391304349,40.083333333333336,41.0,0.2890416666666666,0.1995652173913043,19.916666666666668,13.478260869565215,7.0,8.0,17.0,15.0,34.416666666666664,32.65217391304348,0.5002083333333334,0.5042608695652173,0.4319166666666667,0.4387826086956522,38.708333333333336,36.69565217391305,23.95833333333333,18.47826086956522,12.25,10.608695652173912,45.33333333333334,41.60869565217392,0.5403749999999998,0.5411304347826088,0.4839166666666667,0.4990434782608695,26.45833333333333,26.08695652173913,22.58333333333333,19.956521739130434,115.29166666666669,109.21739130434784,7.458333333333332,6.926086956521738,7.25,6.434782608695652,0.3629999999999999,0.2945217391304348,11.041666666666664,9.608695652173912,51.78333333333334,50.53478260869566,46.79166666666666,42.34782608695652,0.56425,0.5615652173913045,13.1375,12.143478260869562,14.583333333333336,12.91304347826087,0.525625,0.5261739130434783,29.04166666666667,31.39130434782609,0.7083333333333334,0.6521739130434783,209.0
331,2019-12-09,MIL,110.0,ORL,101.0,22.0,23.0,59.0590909090909,58.056521739130446,22.318181818181817,24.782608695652176,12.609090909090913,11.22608695652174,6.6818181818181825,6.086956521739131,3,3,105.65909090909092,102.0086956521739,79.34090909090908,80.96521739130436,34.90909090909091,40.04347826086956,0.4902272727272728,0.5610434782608695,0.4325909090909091,0.4721739130434782,37.86363636363637,42.34782608695652,0.2532727272727273,0.2864347826086957,17.227272727272727,17.91304347826087,11.0,3.0,11.0,20.0,35.45454545454545,36.26086956521739,0.511090909090909,0.4885652173913042,0.4470909090909093,0.4134347826086957,38.5,38.78260869565217,19.63636363636364,22.391304347826086,11.0,14.0,44.45454545454545,46.26086956521739,0.5433181818181818,0.5216521739130436,0.5100000000000002,0.4459130434782609,27.5,24.782608695652176,18.454545454545453,19.17391304347826,103.04545454545456,121.0,8.45,7.23913043478261,8.227272727272727,7.2608695652173925,0.3486818181818181,0.4356956521739129,10.090909090909092,13.347826086956523,50.70454545454545,52.96086956521738,45.63636363636363,50.04347826086956,0.5300909090909092,0.5896521739130436,12.000000000000002,12.369565217391305,13.272727272727273,13.782608695652176,0.4869090909090909,0.5737826086956522,27.772727272727273,29.0,0.5,0.8695652173913043,211.0
332,2019-12-09,NOP,103.0,DET,105.0,23.0,23.0,63.53478260869565,59.29565217391304,25.26086956521739,23.47826086956522,9.26086956521739,8.908695652173913,5.217391304347826,4.652173913043479,3,2,110.86521739130436,115.04782608695656,78.1695652173913,77.36521739130436,33.34782608695652,32.65217391304348,0.5463043478260868,0.5298260869565217,0.4725652173913042,0.4484782608695653,39.91304347826087,39.65217391304348,0.2676521739130435,0.23826086956521736,16.47826086956522,15.08695652173913,14.0,17.0,9.0,6.0,31.65217391304348,35.08695652173913,0.5301304347826088,0.5488695652173914,0.4674347826086958,0.4685217391304347,40.78260869565217,41.26086956521739,19.73913043478261,19.43478260869565,10.91304347826087,12.521739130434785,41.04347826086956,44.60869565217392,0.5629565217391306,0.5894347826086956,0.5194782608695653,0.532608695652174,29.869565217391305,28.73913043478261,19.47826086956522,22.043478260869566,108.7391304347826,113.17391304347828,6.730434782608695,7.5,6.652173913043479,7.434782608695652,0.3717391304347826,0.4243043478260869,12.434782608695652,13.652173913043477,51.33043478260869,48.626086956521746,43.04347826086956,42.82608695652174,0.5770434782608695,0.5584782608695652,14.06086956521739,13.395652173913042,15.478260869565215,14.73913043478261,0.5177391304347825,0.506695652173913,27.47826086956522,26.0,0.39130434782608703,0.2608695652173913,208.0
333,2019-12-09,PHO,125.0,MIN,109.0,22.0,22.0,58.45909090909092,68.56363636363639,22.09090909090909,28.22727272727273,10.363636363636363,7.35,5.5,3.9090909090909087,1,2,111.86363636363632,110.96363636363638,76.26818181818182,77.96818181818183,32.81818181818182,33.18181818181818,0.516590909090909,0.5329090909090909,0.4428636363636365,0.4606363636363637,37.45454545454545,41.22727272727273,0.28813636363636363,0.27931818181818185,18.09090909090909,19.90909090909091,12.0,12.0,10.0,10.0,33.18181818181818,33.40909090909091,0.5230454545454546,0.5399545454545454,0.4495,0.4782272727272728,38.86363636363637,37.68181818181818,20.59090909090909,22.454545454545453,10.681818181818182,10.772727272727273,43.45454545454545,42.22727272727273,0.5612272727272728,0.5805454545454545,0.5113181818181819,0.5377727272727273,28.181818181818183,26.90909090909091,20.09090909090909,23.22727272727273,114.8181818181818,115.27272727272728,7.6090909090909085,7.677272727272728,7.1818181818181825,7.954545454545454,0.42718181818181816,0.3984090909090909,12.545454545454545,12.909090909090908,49.8,48.040909090909096,42.36363636363637,42.40909090909091,0.5560454545454544,0.574,12.595454545454546,12.2,13.772727272727273,13.954545454545455,0.5363181818181818,0.5278181818181817,24.90909090909091,28.318181818181817,0.4545454545454545,0.4545454545454545,234.0
334,2019-12-09,UTA,90.0,OKC,104.0,22.0,23.0,54.75909090909091,56.70434782608695,19.818181818181817,21.43478260869565,8.072727272727272,7.321739130434781,4.227272727272728,4.173913043478262,1,2,109.6181818181818,106.15217391304346,76.59545454545454,80.22173913043478,32.09090909090909,36.869565217391305,0.5257727272727273,0.5271304347826087,0.44809090909090893,0.4543913043478261,35.36363636363637,37.82608695652174,0.29877272727272725,0.2952173913043478,16.727272727272727,18.869565217391305,12.0,10.0,10.0,13.0,34.81818181818182,34.43478260869565,0.5139090909090909,0.5020869565217392,0.4545909090909092,0.4403913043478261,40.90909090909091,39.34782608695652,23.0,22.0,10.636363636363637,11.043478260869565,45.5,43.69565217391305,0.5497272727272727,0.5364347826086956,0.5106363636363637,0.4951739130434782,30.272727272727273,28.30434782608696,18.59090909090909,21.65217391304348,108.5909090909091,106.56521739130434,7.39090909090909,6.13913043478261,6.636363636363638,6.086956521739131,0.3508636363636364,0.376608695652174,9.818181818181818,12.043478260869565,48.4,50.917391304347824,39.54545454545455,45.08695652173913,0.5699090909090909,0.5681739130434782,12.42727272727273,14.478260869565215,12.545454545454545,15.869565217391305,0.5119090909090909,0.4962608695652173,25.54545454545455,25.782608695652176,0.4545454545454545,0.5652173913043478,194.0
335,2019-12-10,CHO,114.0,WAS,107.0,22.0,25.0,63.75454545454545,62.752,28.272727272727273,23.2,6.4045454545454525,8.032,3.6818181818181817,4.16,2,2,117.67727272727272,115.24,75.84545454545453,74.928,31.681818181818183,30.16,0.5429090909090909,0.52068,0.4742272727272728,0.44328,44.40909090909091,36.96,0.21804545454545454,0.24068,16.545454545454547,14.28,15.0,16.0,7.0,9.0,36.18181818181818,35.32,0.5654090909090909,0.5613999999999999,0.4953636363636365,0.48768,44.72727272727273,43.08,20.181818181818183,20.52,12.636363636363635,13.04,46.54545454545455,45.8,0.6027272727272727,0.5871999999999999,0.5639545454545454,0.56296,32.09090909090909,30.04,22.13636363636364,18.8,118.1818181818182,105.44,6.963636363636363,6.972,7.272727272727272,6.56,0.3685,0.4102399999999999,12.818181818181818,12.64,47.12272727272728,47.596,41.5,40.36,0.5754545454545453,0.55188,11.713636363636365,13.552,13.681818181818182,14.56,0.5322727272727273,0.50508,31.59090909090909,24.32,0.3181818181818182,0.36,221.0
336,2019-12-10,MIA,135.0,ATL,121.0,23.0,23.0,58.32173913043479,63.02608695652174,23.47826086956522,24.08695652173913,9.195652173913043,9.62173913043478,5.043478260869565,4.521739130434782,2,2,114.72173913043478,105.595652173913,72.58695652173913,79.60434782608695,31.82608695652174,34.56521739130435,0.5135217391304348,0.5492173913043478,0.4551304347826087,0.4715652173913044,40.34782608695652,37.95652173913044,0.2652608695652173,0.31908695652173913,17.565217391304348,18.47826086956522,17.0,6.0,6.0,17.0,30.08695652173913,28.82608695652174,0.543217391304348,0.5048260869565218,0.4637826086956522,0.4270869565217392,38.26086956521739,34.21739130434783,19.82608695652174,21.0,12.043478260869565,10.608695652173912,40.91304347826087,37.47826086956522,0.5841739130434782,0.5473043478260871,0.5487391304347825,0.514,26.217391304347824,23.608695652173914,22.82608695652174,20.91304347826087,108.65217391304348,110.95652173913044,8.539130434782608,8.54782608695652,8.73913043478261,8.130434782608695,0.3694782608695653,0.3953478260869566,10.391304347826088,12.130434782608695,48.06521739130435,52.50869565217391,42.0,43.34782608695652,0.5494782608695651,0.5882608695652174,14.6695652173913,15.043478260869565,17.043478260869566,15.956521739130435,0.5373043478260869,0.5401739130434783,29.956521739130434,25.82608695652174,0.2608695652173913,0.7391304347826086,256.0
337,2019-12-10,PHI,97.0,DEN,92.0,21.0,24.0,63.961904761904755,65.50833333333334,25.142857142857146,26.95833333333333,9.295238095238094,9.999999999999998,4.380952380952381,5.75,2,2,103.4904761904762,103.84583333333332,79.28095238095239,82.69583333333334,33.76190476190476,36.66666666666666,0.5074285714285715,0.5405416666666666,0.457047619047619,0.477625,38.904761904761905,41.083333333333336,0.22295238095238096,0.2732083333333334,13.61904761904762,17.166666666666668,7.0,7.0,14.0,17.0,32.285714285714285,30.33333333333333,0.4972857142857143,0.5135416666666667,0.4374761904761906,0.4534583333333334,34.42857142857143,36.66666666666666,18.857142857142858,20.875,9.619047619047619,9.083333333333334,40.42857142857143,38.0,0.5326190476190475,0.5492083333333333,0.5016190476190475,0.4982083333333333,24.809523809523807,27.58333333333333,19.714285714285715,22.375,106.4761904761905,110.16666666666669,7.7714285714285705,8.854166666666666,7.333333333333332,8.916666666666666,0.33809523809523817,0.3432083333333333,10.476190476190476,10.833333333333336,50.6952380952381,53.89166666666666,44.23809523809525,46.16666666666666,0.5372380952380952,0.5737916666666668,11.666666666666664,14.075,12.571428571428573,15.791666666666664,0.4986666666666667,0.5350416666666667,28.42857142857143,30.25,0.6666666666666666,0.7083333333333334,189.0
338,2019-12-10,POR,115.0,NYK,87.0,23.0,24.0,54.81304347826087,48.64166666666666,19.956521739130434,19.375,9.843478260869565,10.7125,4.782608695652174,5.791666666666668,3,2,113.74782608695654,112.66666666666664,76.73478260869565,76.03333333333332,32.39130434782609,34.291666666666664,0.4833913043478261,0.5192083333333334,0.4215652173913044,0.4431666666666667,36.47826086956522,39.583333333333336,0.293,0.242125,16.956521739130434,17.041666666666668,19.0,15.0,4.0,9.0,35.78260869565217,36.91666666666666,0.5485217391304348,0.5087916666666668,0.4683478260869565,0.4439166666666667,39.130434782608695,40.625,20.47826086956522,20.33333333333333,13.434782608695652,11.875,45.65217391304348,48.41666666666666,0.5841304347826087,0.5553750000000001,0.5242608695652174,0.4980416666666666,25.695652173913047,28.75,23.347826086956523,22.625,100.6086956521739,112.70833333333331,8.082608695652175,5.8791666666666655,8.0,5.708333333333332,0.3470434782608696,0.3638333333333333,10.695652173913043,11.583333333333336,49.07391304347826,48.81666666666667,44.47826086956522,43.83333333333334,0.5157391304347826,0.5576666666666666,12.973913043478262,11.683333333333332,14.608695652173912,12.708333333333336,0.4548260869565218,0.50425,25.782608695652176,28.0,0.17391304347826084,0.375,202.0
